Distance,Qfactor_Diff,ER_Diff
7058.354,877.332,3.184
7469.676,734.36,1.429
7881.195,3.818,0.414
8292.98,873.232,1.443
1321.1,882.932,2.327
1384.211,2.545,0.768
1558.282,879.032,1.501
5561.21,1.182,2.561
1811.605,880.732,3.332
2115.905,1953.793,3.382
2452.277,881.032,2.194
2809.224,1957.793,3.261
3179.824,881.232,2.722
3559.817,878.582,3.092
3946.489,1952.904,3.861
4733.302,882.882,3.374
5131.378,879.932,2.831
5932.573,882.032,3.183
5531.672,882.032,1.971
5933.735,1955.182,3.304
6337.232,876.982,0.822
6741.904,877.832,3.77
7147.552,878.332,0.983
7554.019,735.152,0.106
7961.179,871.282,3.916
8369.029,736.402,3.061
1950.7,880.932,2.707
1993.982,880.382,3.355
6309.14,1957.46,6.242
2118.53,877.882,4.375
2311.242,879.782,0.469
2556.752,2.045,0.244
2841.406,882.432,0.575
3154.626,881.532,2.226
3488.726,729.277,1.464
3838.258,2.773,0.139
4199.369,3.136,1.135
4569.317,1954.293,5.256
4946.117,1957.237,4.605
6690.033,881.132,2.314
5328.317,730.527,0.157
5714.833,2.273,0.186
6104.846,1954.348,4.438
6497.725,875.132,3.133
6892.982,876.932,4.68
7290.228,1.045,1.125
7689.156,873.632,5.358
8089.517,1940.237,5.119
8491.206,3283.494,5.896
2580.2,0.409,0.056
7074.553,880.082,0.402
2613.076,1.955,1.396
2709.312,880.332,0.068
2862.523,880.082,0.596
3064.177,882.682,2.172
3305.418,878.932,1.977
3578.249,1954.96,5.309
3876.004,1956.071,2.879
4193.379,1955.237,3.729
4526.246,3.409,0.106
4871.433,1955.237,4.621
7462.14,1.682,0.901
5226.497,3.5,0.38
5589.558,1953.126,4.599
5959.154,1953.015,4.442
6334.141,879.882,2.187
6713.616,875.232,3.574
7096.858,3.5,0.145
7483.29,2.0,2.125
7872.441,1943.126,3.107
8263.927,866.982,3.891
8657.527,870.682,0.662
7852.339,1955.015,1.644
3271.8,1.0,0.111
3297.789,880.282,0.674
3374.554,1952.682,3.146
3498.755,2.773,0.942
3665.573,2.909,0.951
3869.5,1953.071,2.607
4105.01,882.132,3.027
4366.996,3.364,0.466
4650.986,880.632,2.105
4953.196,1.0,1.156
2551.875,877.082,0.806
8244.78,1950.071,3.958
5270.493,881.132,0.471
5600.314,882.182,2.686
5940.573,2.545,0.222
6289.576,881.882,0.913
6645.945,732.277,1.467
7008.558,1.909,1.356
7376.492,875.882,2.806
7748.992,2.227,2.337
8125.427,870.782,1.952
8505.277,7.0,0.223
8639.252,879.682,1.731
8888.196,1945.848,4.836
3901.3,880.082,2.728
3923.121,880.982,1.646
3987.866,1951.96,4.613
4093.501,880.682,4.933
4236.967,880.332,3.356
4414.578,1954.237,4.89
4622.399,879.732,0.612
4856.554,2.591,1.283
5113.427,880.632,3.207
1888.7,881.182,1.826
5389.769,880.882,1.292
5682.743,881.032,4.356
5989.907,880.832,3.886
6309.19,878.782,2.239
6638.842,730.818,1.566
6977.396,1.318,3.354
7323.616,1952.793,5.443
7676.464,875.082,4.394
8035.069,1353.28,3.474
8398.692,871.032,3.222
1933.371,1.227,0.549
8766.71,8.409,1.065
9138.681,869.732,2.98
4530.9,1954.571,3.294
4549.702,1956.237,4.528
4605.648,880.332,3.128
4697.41,880.932,4.55
4822.945,1955.071,4.771
4979.7,879.332,3.286
5164.832,881.282,4.409
5375.41,881.132,5.037
2061.583,1.045,0.19
5608.569,879.782,2.804
5861.615,1955.404,5.544
6132.086,1955.682,4.947
6417.78,880.832,5.561
6716.754,878.732,2.949
7027.314,1954.571,4.267
7347.991,1955.515,4.038
7677.516,877.932,4.889
8014.8,877.182,3.651
8358.902,877.182,0.378
2259.158,1957.071,5.029
8709.015,1942.904,4.372
9064.442,867.282,3.799
9424.67,870.282,5.392
5160.45,1952.348,4.405
5176.966,1952.404,4.729
5226.201,1950.904,4.009
5307.245,880.232,2.16
5418.671,730.652,1.421
5558.651,1952.237,2.253
5725.092,881.882,1.843
2509.768,1949.237,3.298
5915.76,730.318,0.814
6128.396,2.0,0.278
6610.875,730.152,3.354
6876.706,1951.848,4.061
7156.534,881.382,0.853
7752.042,879.632,2.644
8065.076,0.591,0.201
8386.788,2.591,1.498
2799.204,1950.904,4.356
8716.217,0.318,1.765
9052.521,1947.348,3.806
9394.962,738.068,0.955
9742.977,1943.96,5.478
5711.4,0.364,0.56
5726.327,879.982,2.151
5770.877,1949.96,4.135
5844.373,0.455,1.717
5945.741,1954.626,4.873
6073.586,875.932,3.867
3116.668,879.432,2.084
6226.277,1957.182,3.937
6402.036,881.282,1.22
6599.021,0.545,0.573
6815.392,1955.904,4.395
7049.363,1955.626,2.913
7299.242,878.482,1.463
7563.453,880.282,2.065
7840.547,1951.237,4.215
8129.207,1954.46,5.523
8428.244,875.582,5.022
3454.441,880.632,3.998
8736.593,2.455,1.842
9053.302,878.332,3.183
9377.525,874.732,3.523
9708.509,871.532,4.942
10045.668,1943.46,2.721
2650.334,878.482,1.408
3807.122,880.582,5.768
4170.93,1950.293,2.099
4543.194,878.232,3.518
4921.995,1953.682,4.453
5305.932,882.932,1.029
5693.968,1953.46,4.906
6085.318,886.332,3.901
6479.382,881.482,2.414
6875.693,1956.904,5.541
7273.884,1960.626,5.322
2806.767,878.282,1.739
7673.662,881.282,4.816
8074.791,1949.348,3.753
8477.177,1956.404,4.194
1259.1,0.5,1.038
1325.167,3293.369,4.672
1506.078,1951.404,4.636
1766.902,0.409,0.772
2077.759,881.282,2.119
2419.44,880.782,2.808
2780.605,2.636,1.66
3012.155,876.332,0.613
3154.57,880.582,2.383
3537.276,881.032,3.825
3926.169,881.932,1.09
4319.578,880.432,0.812
4716.373,1954.126,1.645
5115.766,2.773,0.29
5517.193,883.232,2.936
5920.24,883.032,0.213
6324.598,880.732,1.411
6730.03,879.682,3.225
3257.251,0.091,0.192
7136.353,880.582,0.72
7543.423,879.132,4.254
7951.125,876.582,2.162
8359.467,1953.515,2.778
629.6,0.136,0.599
753.081,879.032,0.647
1038.91,1881.354,3.15
1390.325,880.932,1.258
1768.656,880.282,2.024
2159.804,879.882,3.789
3533.803,1949.126,2.879
2557.895,882.732,2.164
2960.131,730.693,1.672
3365.024,878.782,0.252
3771.72,880.182,3.17
4179.691,1956.071,5.229
4588.599,3.682,2.756
5408.372,3.545,0.321
5818.961,884.632,3.574
6229.896,0.636,1.417
3835.011,0.273,0.559
7052.559,5.273,1.848
7876.005,876.882,0.829
8288.048,0.182,1.082
413.2,730.527,2.539
826.4,1950.682,4.336
1239.6,880.782,2.929
1652.8,880.082,0.877
4155.517,1950.515,3.705
2066.0,880.682,3.055
2479.2,881.532,4.567
2892.4,880.732,1.556
3305.6,2.273,1.705
3718.8,2.864,0.078
4132.0,879.882,1.453
4545.2,880.532,3.28
4958.4,879.532,2.362
5371.6,880.732,1.115
2551.875,1612.758,5.852
4155.517,1609.058,5.392
5784.8,1609.208,4.307
6198.0,1612.058,7.274
6611.2,1.875,0.694
7024.4,1607.258,4.476
7437.6,1604.408,4.48
7850.9,1606.358,6.223
805.547,732.981,0.109
691.5,730.481,2.217
805.547,2684.764,5.651
1077.548,1610.258,4.284
4491.192,1609.958,4.237
1419.43,1609.458,4.061
1791.625,1608.408,3.066
2178.653,1609.608,4.133
2573.831,1611.008,4.594
2973.912,2688.986,6.098
3377.153,2688.264,5.133
3782.545,1611.708,4.572
4189.463,2685.153,8.463
4597.501,1611.058,7.172
5006.386,733.027,2.616
4838.88,1610.408,4.132
5415.926,1612.958,3.15
5825.983,731.436,2.538
6236.455,2682.708,5.887
6647.265,1607.858,5.723
7058.354,3.833,1.11
7469.676,726.708,2.125
7881.295,1603.758,3.982
1384.211,1613.458,4.866
1321.1,733.072,3.306
1384.211,1609.558,4.04
5196.169,731.708,5.1
1558.282,1611.258,5.871
1811.605,2684.319,5.92
2115.905,1611.558,4.733
2452.277,2688.319,5.8
2809.224,1611.758,5.261
3179.824,1609.108,5.631
3559.817,2683.431,6.4
4338.056,1613.408,5.913
4733.302,1610.458,5.37
5561.21,1612.558,5.722
5131.378,1612.558,4.51
5531.672,2685.708,5.843
5933.735,1607.508,1.717
6337.232,1608.358,6.309
6741.904,1608.858,3.522
7147.552,4.625,2.433
7554.019,1601.808,6.455
7961.277,5.875,0.522
1993.982,1611.458,5.246
1950.7,1610.908,5.894
5932.573,2687.986,8.781
1993.982,1608.408,6.914
2118.53,1610.308,3.008
2311.242,732.572,2.782
2556.752,1612.958,3.114
2841.406,1612.058,4.765
3154.626,1.25,1.075
3488.726,733.299,2.678
3838.258,733.663,3.674
4199.369,2684.819,7.795
4569.317,2687.764,7.144
6309.14,1611.658,4.853
4946.117,0.0,2.382
5328.317,732.799,2.353
5714.833,2684.875,6.977
6104.846,1605.658,5.672
6497.725,1607.458,7.219
6892.982,731.572,3.664
7290.228,1604.158,7.897
7689.156,2670.764,7.658
8089.614,4014.021,8.435
2613.076,730.936,2.483
6690.033,1610.608,2.941
2580.2,732.481,1.143
2613.076,1610.858,2.471
2709.312,1610.608,1.943
2862.523,1613.208,4.711
3064.177,1609.458,4.516
3305.418,2685.486,7.848
3578.249,2686.597,5.418
3876.004,2685.764,6.268
4193.379,733.936,2.433
4526.246,2685.764,7.16
7074.553,732.208,1.638
4871.433,734.027,2.159
5226.497,2683.653,7.138
5589.558,2683.542,6.981
5959.154,1610.408,4.726
6334.141,1605.758,6.113
6713.616,727.027,2.393
7096.858,728.527,4.664
7483.29,2673.653,5.646
7872.441,1597.508,6.43
8264.022,1601.208,3.201
7462.14,2685.542,4.183
3297.789,731.527,2.65
3271.8,1610.808,3.212
3297.789,2683.208,5.685
3374.554,733.299,1.597
3498.755,733.436,3.49
3665.573,2683.597,5.146
3869.5,1612.658,5.566
4105.01,733.89,2.072
4366.996,1611.158,4.644
4650.986,731.527,3.695
2518.2,1607.608,3.344
7852.339,2680.597,6.497
4953.196,1611.658,3.01
5270.493,1612.708,5.225
5600.314,733.072,2.317
5940.573,1612.408,3.451
6289.576,1.75,1.072
6645.945,728.617,3.895
7008.558,1606.408,5.345
7376.492,728.299,0.201
7748.992,1601.308,4.49
8125.427,723.527,2.316
8244.875,1610.208,4.27
8505.369,2676.375,7.375
3923.121,1610.608,5.267
3901.3,1611.508,4.185
3923.121,2682.486,7.152
3987.866,1611.208,7.472
4093.501,1610.858,5.895
4236.967,2684.764,7.429
4414.578,1610.258,3.151
4622.399,733.117,3.822
4856.554,1611.158,5.745
1933.371,1611.708,4.365
5113.427,1611.408,3.831
5389.769,1611.558,6.894
5682.743,1611.358,6.425
5989.907,1609.308,4.777
6309.19,0.292,0.973
6638.842,731.845,5.892
6977.396,2683.319,7.982
7323.616,1605.608,6.932
7676.464,622.753,0.935
8035.069,1601.558,5.761
1888.7,731.754,1.99
8398.692,722.117,3.604
8766.799,1600.258,5.519
4549.702,2685.097,5.833
4530.9,2686.764,7.066
4549.702,1610.858,5.667
4605.648,1611.458,7.089
4697.41,2685.597,7.31
4822.945,1609.858,5.825
4979.7,1611.808,6.947
5164.832,1611.658,7.576
1933.371,731.572,2.349
5375.41,1610.308,5.343
5608.569,2685.931,8.083
5861.615,2686.208,7.485
6132.086,1611.358,8.1
6417.78,1609.258,5.488
6716.754,2685.097,6.806
7027.314,2686.042,6.577
7347.991,1608.458,7.428
7677.516,1607.708,6.19
8014.8,1607.708,2.161
2061.583,2687.597,7.568
8358.902,2673.431,6.911
8709.015,1597.808,6.338
9064.529,1600.808,7.931
5176.966,2682.875,6.943
5160.45,2682.931,7.268
5176.966,2681.431,6.548
5226.201,1610.758,4.699
5307.245,0.125,1.118
5418.671,2682.764,4.791
5558.651,1612.408,4.382
2259.158,2679.764,5.837
5725.092,0.208,1.725
5915.76,732.527,2.261
6360.795,0.375,0.815
6610.875,2682.375,6.6
6876.706,1611.908,3.391
7448.78,1610.158,5.183
7752.042,731.117,2.338
8065.076,727.936,4.037
2509.768,2681.431,6.894
8386.788,730.845,4.304
8716.217,2677.875,6.345
9052.521,7.542,1.584
9395.045,2674.486,8.016
5726.327,730.89,3.099
5711.4,1610.508,4.69
5726.327,2680.486,6.674
5770.877,730.981,4.256
5844.373,2685.153,7.412
5945.741,1606.458,6.406
2799.204,1609.958,4.623
6073.586,2687.708,6.476
6226.277,1611.808,3.759
6402.036,731.072,3.112
6599.021,2686.431,6.934
6815.392,2686.153,5.452
7049.363,1609.008,4.002
7299.242,1610.808,4.603
7563.453,2681.764,6.754
7840.547,2684.986,8.062
8129.207,1606.108,7.561
3116.668,1611.158,6.537
8428.244,728.072,4.381
8736.593,1608.858,5.722
9053.302,1605.258,6.062
9377.525,1602.058,7.481
9708.59,2673.986,5.26
2551.875,1609.008,3.947
3454.441,1611.108,8.307
3807.122,2680.819,4.638
4170.93,1608.758,6.057
4543.194,2684.208,6.992
4921.995,1613.458,3.568
5305.932,2683.986,7.445
5693.968,1616.858,6.44
6085.318,1612.008,4.953
6479.382,2687.431,8.08
6875.693,2691.153,7.861
2650.334,1608.808,4.278
7273.884,1611.808,7.355
7673.662,2679.875,6.292
8074.888,2686.931,6.733
1325.167,731.027,1.501
1259.1,4023.896,7.211
1325.167,2681.931,7.175
1506.078,730.936,3.311
1766.902,1611.808,4.658
2077.759,1611.308,5.347
2419.44,733.163,0.879
2806.767,1606.858,3.152
2780.605,1611.108,4.922
3154.57,1611.558,6.364
3537.276,1612.458,3.629
3926.169,1610.958,3.35
4319.578,2684.653,4.184
4716.373,733.299,2.828
5115.766,1613.758,5.475
5517.193,1613.558,2.326
5920.24,1611.258,3.95
6324.598,1610.208,5.764
3012.155,730.436,2.731
6730.03,1611.108,3.259
7136.353,1609.658,6.793
7543.423,1607.108,4.701
7951.224,2684.042,5.317
753.081,730.663,3.138
629.6,1609.558,3.185
753.081,1150.827,0.612
1038.91,1611.458,3.797
1390.325,1610.808,4.563
1768.656,1610.408,6.328
3257.251,2679.653,5.418
2159.804,1613.258,4.703
2557.895,0.167,0.867
2960.131,1609.308,2.286
3365.024,1610.708,5.709
3771.72,2686.597,7.768
4179.691,734.208,0.217
4998.212,734.072,2.86
5408.372,1615.158,6.113
5818.961,731.163,3.956
3533.803,730.799,3.098
6641.111,735.799,4.387
7464.201,1607.408,3.367
7876.105,730.345,1.457
413.2,730.527,2.539
413.2,2681.208,6.875
826.4,1611.308,5.468
1239.6,1610.608,3.416
3835.011,2681.042,6.244
1652.8,1611.208,5.594
2066.0,1612.058,7.106
2479.2,1611.258,4.095
2892.4,732.799,0.834
3305.6,733.39,2.617
3718.8,1610.408,3.991
4132.0,1611.058,5.818
4545.2,1610.058,4.901
4958.4,1611.258,3.654
2650.334,1068.45,1.023
3835.011,1072.15,1.483
5371.6,1072.0,2.567
5784.8,1069.15,0.399
6198.0,2679.333,6.18
6611.2,1073.95,2.398
7024.4,1076.8,2.395
7437.7,1074.85,0.651
1077.548,1948.227,6.766
805.547,1950.727,4.658
691.5,3.556,1.224
805.547,1070.95,2.591
4155.517,1071.25,2.637
1077.548,1071.75,2.813
1419.43,1072.8,3.808
1791.625,1071.6,2.742
2178.653,1070.2,2.28
2573.831,7.778,0.776
2973.912,7.056,1.741
3377.153,1069.5,2.303
3782.545,3.944,1.588
4189.463,1070.15,0.298
4597.501,1948.182,4.259
4491.192,1070.8,2.742
5006.386,1068.25,3.724
5415.926,1949.773,4.337
5825.983,1.5,0.987
6236.455,1073.35,1.151
6647.265,2685.042,5.765
7058.354,1954.5,4.75
7469.776,1077.45,2.893
1558.282,1067.75,2.009
1384.211,1948.136,3.568
1321.1,1071.65,2.835
4838.88,1949.5,1.775
1384.211,1069.95,1.004
1558.282,3.111,0.954
1811.605,1069.65,2.141
2115.905,7.111,1.075
2452.277,1069.45,1.614
2809.224,1072.1,1.244
3179.824,2.222,0.475
3946.489,1067.8,0.962
4338.056,1070.75,1.505
5196.169,1068.65,1.153
4733.302,1068.65,2.365
5131.378,4.5,1.032
5531.672,1073.7,5.158
5933.735,1072.85,0.566
6337.232,1072.35,3.353
6741.904,2685.833,4.442
7147.552,1079.4,0.42
7554.117,2687.083,7.396
2118.53,1069.75,1.629
1993.982,1070.3,0.981
5561.21,6.778,1.906
1950.7,1072.8,0.039
1993.982,1070.9,3.867
2118.53,1948.636,4.092
2311.242,1068.25,3.761
2556.752,1069.15,2.11
2841.406,2679.958,5.8
3154.626,1947.909,4.197
3488.726,1947.545,3.2
3838.258,3.611,0.92
4199.369,6.556,0.27
5932.573,1069.55,2.021
4569.317,2681.208,4.493
4946.117,1948.409,4.522
5328.317,3.667,0.102
5714.833,1075.55,1.203
6104.846,1073.75,0.345
6497.725,1949.636,3.211
6892.982,1077.05,1.022
7290.228,10.444,0.783
7689.253,1332.812,1.56
2709.312,1950.273,4.391
6309.14,1070.6,3.934
2613.076,1948.727,5.732
2580.2,1070.35,4.404
2613.076,1070.6,4.931
2709.312,1068.0,2.163
2862.523,1071.75,2.359
3064.177,4.278,0.974
3305.418,5.389,1.457
3578.249,4.556,0.607
3876.004,1947.273,4.442
4193.379,4.556,0.285
6690.033,1949.0,5.237
4526.246,1947.182,4.716
4871.433,2.444,0.264
5226.497,2.333,0.106
5589.558,1070.8,2.149
5959.154,1075.45,0.762
6334.141,1954.182,4.481
6713.616,1952.682,2.21
7096.858,7.556,1.228
7483.29,1083.7,0.444
7872.535,1080.0,3.674
7074.553,4.333,2.692
3374.554,1949.682,4.225
3297.789,1070.4,3.662
3271.8,2.0,1.19
3297.789,1947.909,5.278
3374.554,1947.773,3.385
3498.755,2.389,1.729
3665.573,1068.55,1.309
3869.5,1947.318,4.802
4105.01,1070.05,2.231
4366.996,1949.682,3.18
2551.875,1073.6,3.53
7462.14,0.611,0.377
4650.986,1069.55,3.865
4953.196,1068.5,1.649
5270.493,1948.136,4.558
5600.314,1068.8,3.423
5940.573,2682.958,5.803
6289.576,1952.591,2.98
6645.945,1074.8,1.53
7008.558,1952.909,6.673
7376.492,1079.9,2.384
7748.992,1957.682,4.559
7852.434,1071.0,2.605
8125.519,4.833,0.5
3987.866,1070.6,1.608
3923.121,1069.7,2.689
3901.3,1.278,0.277
3923.121,1070.0,0.598
3987.866,1070.35,0.979
4093.501,3.556,0.555
4236.967,1070.95,3.724
4414.578,1948.091,3.052
4622.399,1070.05,1.129
2061.583,1069.5,2.51
4856.554,1069.8,3.044
5113.427,1069.65,0.02
5389.769,1069.85,0.45
5682.743,1071.9,2.097
5989.907,2681.5,5.902
6309.19,1949.364,0.982
6638.842,2.111,1.107
6977.396,1075.6,0.058
7323.616,3303.962,7.81
7676.464,1079.65,1.114
1933.371,1949.455,4.884
8035.069,1959.091,3.271
8398.781,1080.95,1.356
4605.648,3.889,1.042
4549.702,5.556,0.192
4530.9,1070.35,1.207
4549.702,1069.75,0.214
4605.648,4.389,0.435
4697.41,1071.35,1.049
4822.945,1069.4,0.073
4979.7,1069.55,0.701
1888.7,1949.636,4.526
5164.832,1070.9,1.532
5375.41,4.722,1.209
5608.569,5.0,0.611
5861.615,1069.85,1.226
6132.086,1071.95,1.386
6417.78,3.889,0.069
6716.754,4.833,0.297
7027.314,1072.75,0.553
7347.991,1073.5,0.685
7677.516,1073.5,4.713
1933.371,6.389,0.694
8014.8,7.778,0.036
8358.902,1083.4,0.537
8709.101,1080.4,1.056
5226.201,1.667,0.069
5176.966,1.722,0.393
5160.45,0.222,0.327
5176.966,1070.45,2.175
5226.201,2681.333,5.756
5307.245,1.556,2.083
5418.671,1068.8,2.493
2061.583,1.444,1.038
5558.651,2681.0,5.15
5725.092,1948.682,4.614
6128.396,2680.833,7.69
6360.795,1.167,0.275
6610.875,1069.3,3.483
7156.534,1071.05,1.691
7448.78,1950.091,4.537
7752.042,1953.273,2.837
2259.158,0.222,0.02
8065.076,1950.364,2.57
8386.788,3.333,0.53
8716.217,2688.75,5.29
9052.603,6.722,1.142
5770.877,1950.318,3.775
5726.327,1070.7,2.185
5711.4,0.722,0.201
5726.327,1950.227,2.619
5770.877,3.944,0.537
5844.373,1074.75,0.469
2509.768,1071.25,2.252
5945.741,6.5,0.399
6073.586,1069.4,3.116
6226.277,1950.136,3.763
6402.036,5.222,0.059
6599.021,4.944,1.422
6815.392,1072.2,2.873
7049.363,1070.4,2.271
7299.242,0.556,0.121
7563.453,3.778,1.187
7840.547,1075.1,0.687
2799.204,1070.05,0.338
8129.207,1953.136,2.494
8428.244,1072.35,1.153
8736.593,1075.95,0.813
9053.302,1079.15,0.606
9377.605,7.222,1.615
2518.2,1072.2,2.928
3116.668,1070.1,1.432
3454.441,0.389,2.237
3807.122,1072.45,0.818
4170.93,3.0,0.117
4543.194,1067.75,3.307
4921.995,2.778,0.57
5305.932,1064.35,0.435
5693.968,1069.2,1.921
6085.318,6.222,1.206
6479.382,9.944,0.986
2551.875,1072.4,2.597
6875.693,1069.4,0.48
7273.884,1.333,0.583
7673.758,5.722,0.141
1506.078,1950.182,5.374
1325.167,1342.688,0.336
1259.1,0.722,0.301
1325.167,1950.273,3.564
1506.078,1069.4,2.216
1766.902,1069.9,1.528
2077.759,1948.045,5.996
2650.334,1074.35,3.722
2419.44,1070.1,1.952
2780.605,1069.65,0.51
3154.57,1068.75,3.246
3537.276,1070.25,3.524
3926.169,3.444,2.69
4319.578,1947.909,4.046
4716.373,1067.45,1.399
5115.766,1067.65,4.549
5517.193,1069.95,2.925
5920.24,1071.0,1.111
2806.767,1950.773,4.144
6324.598,1070.1,3.616
6730.03,1071.55,0.081
7136.353,1074.1,2.174
7543.521,2.833,1.558
1038.91,1950.545,3.736
753.081,1071.65,3.689
629.6,3832.036,7.486
753.081,1069.75,3.077
1038.91,1070.4,2.312
1390.325,1070.8,0.546
3012.155,1.556,1.457
1768.656,1067.95,2.171
2159.804,2681.375,6.008
2557.895,1071.9,4.588
2960.131,1070.5,1.165
3365.024,5.389,0.893
3771.72,1947.0,7.092
4588.599,1947.136,4.015
4998.212,1066.05,0.762
5408.372,1950.045,2.919
3257.251,1950.409,3.777
6229.896,1945.409,2.487
7052.559,1073.8,3.507
7464.3,1950.864,5.417
826.4,1950.682,4.336
413.2,2681.208,6.875
413.2,1069.9,1.407
826.4,1070.6,3.458
3533.803,0.167,0.631
1239.6,1070.0,1.281
1652.8,1069.15,0.232
2066.0,1069.95,2.779
2479.2,1948.409,6.04
2892.4,1947.818,4.258
3305.6,1070.8,2.883
3718.8,1070.15,1.056
4132.0,1071.15,1.974
4545.2,1069.95,3.22
2806.767,1.45,0.384
3533.803,2.25,0.077
4958.4,2.1,1.161
5371.6,0.75,1.806
5784.8,1609.433,4.774
6198.0,4.05,0.992
6611.2,6.9,0.989
7024.5,4.95,0.755
1419.43,878.327,5.36
1077.548,880.827,3.251
805.547,1073.456,0.183
691.5,1.05,1.184
3835.011,1.35,1.231
805.547,1.85,1.407
1077.548,2.9,2.402
1419.43,1.7,1.335
1791.625,0.3,0.874
2178.653,1077.678,0.63
2573.831,1076.956,0.335
2973.912,0.4,0.896
3377.153,1073.844,2.995
3782.545,0.25,1.704
4189.463,878.282,2.852
4155.517,0.9,1.336
4597.501,1.65,2.318
5006.386,879.873,2.93
5415.926,1071.4,0.419
5825.983,3.45,0.255
6236.455,1615.142,4.358
6647.265,884.6,3.343
7058.454,7.55,1.487
1811.605,2.15,0.602
1558.282,878.236,2.162
1384.211,1.75,1.428
4491.192,879.6,0.369
1321.1,0.05,0.403
1384.211,1073.011,0.452
1558.282,0.25,0.735
1811.605,1077.011,0.332
2115.905,0.45,0.207
2452.277,2.2,0.163
2809.224,1072.122,0.932
3559.817,2.1,0.444
3946.489,0.85,0.098
4838.88,1.25,0.254
4338.056,1.25,0.958
4733.302,1074.4,0.375
5131.378,3.8,3.751
5531.672,2.95,0.84
5933.735,2.45,1.947
6337.232,1615.933,3.035
6741.904,9.5,0.987
7147.65,1617.183,5.99
2311.242,0.15,0.222
2118.53,0.4,0.426
5196.169,1076.678,3.312
1993.982,2.9,1.446
1950.7,1.0,2.46
1993.982,878.736,2.686
2118.53,1.65,2.355
2311.242,0.75,0.703
2556.752,1610.058,4.393
2841.406,878.009,2.791
3154.626,877.645,1.794
3488.726,1073.511,2.327
3838.258,1076.456,1.676
5561.21,0.35,0.615
4199.369,1611.308,3.086
4569.317,878.509,3.115
4946.117,1073.567,1.508
5328.317,5.65,0.203
5714.833,3.85,1.751
6104.846,879.736,1.805
6497.725,7.15,2.429
6892.982,1059.456,2.19
7290.324,2402.712,2.967
2862.523,880.373,2.985
5932.573,0.7,2.527
2709.312,878.827,4.325
2613.076,0.45,2.997
2580.2,0.7,3.525
2613.076,1.9,0.757
2709.312,1.85,0.952
2862.523,1074.178,2.38
3064.177,1075.289,0.05
3305.418,1074.456,0.8
3578.249,877.373,3.036
3876.004,1074.456,1.692
6309.14,879.1,3.831
4193.379,877.282,3.309
4526.246,1072.344,1.67
4871.433,1072.233,1.512
5226.497,0.9,0.742
5589.558,5.55,0.644
5959.154,884.282,3.075
6334.141,882.782,0.804
6713.616,1062.344,0.178
7096.858,13.8,0.962
7483.384,10.1,2.267
6690.033,1074.233,1.285
3498.755,879.782,2.818
3374.554,0.5,2.256
3297.789,1071.9,0.217
3271.8,878.009,3.871
3297.789,877.873,1.979
3374.554,1072.289,0.322
3498.755,1.35,0.097
3665.573,877.418,3.396
3869.5,0.15,0.824
4105.01,879.782,1.773
2650.334,3.7,2.124
7074.553,1069.289,1.029
4366.996,0.35,2.458
4650.986,1.4,0.243
4953.196,878.236,3.151
5270.493,1.1,2.017
5600.314,1613.058,4.396
5940.573,882.691,1.573
6289.576,4.9,0.123
6645.945,883.009,5.267
7008.558,10.0,0.978
7376.492,887.782,3.152
7462.234,1.1,1.199
7749.082,1065.067,1.907
4093.501,0.7,0.201
3987.866,0.2,1.283
3923.121,1071.178,1.684
3901.3,0.1,2.004
3923.121,0.45,0.427
3987.866,1073.456,1.961
4093.501,1.05,2.317
4236.967,878.191,1.646
4414.578,0.15,0.277
2259.158,0.4,1.103
4622.399,0.1,1.637
4856.554,0.25,1.426
5113.427,0.05,0.956
5389.769,2.0,0.691
5682.743,1611.6,4.495
5989.907,879.464,0.424
6309.19,1072.011,2.514
6638.842,5.7,1.464
6977.396,2234.062,6.403
7323.616,9.75,0.293
2061.583,879.555,3.478
7676.464,889.191,1.864
8035.157,11.05,0.051
4697.41,1073.789,0.365
4605.648,1075.456,1.598
4549.702,0.45,0.199
4530.9,0.15,1.621
4549.702,1074.289,1.841
4605.648,1.45,0.357
4697.41,0.5,1.479
4822.945,0.35,2.108
1933.371,879.736,3.119
4979.7,1.0,0.125
5164.832,1074.622,2.615
5375.41,1074.9,2.017
5608.569,0.05,2.632
5861.615,2.05,0.02
6132.086,1073.789,1.338
6417.78,1074.733,1.109
6716.754,2.85,1.96
7027.314,3.6,0.722
7347.991,3.6,3.307
1888.7,1076.289,2.1
7677.516,1062.122,1.443
8014.8,13.5,0.87
8358.986,10.5,2.463
5307.245,1071.567,1.475
5226.201,1071.622,1.8
5176.966,1070.122,1.08
5160.45,0.55,0.769
5176.966,1611.433,4.35
5226.201,1071.456,0.677
5307.245,1.1,1.086
1933.371,1068.456,0.368
5418.671,1611.1,3.743
5558.651,878.782,3.207
5915.76,1610.933,6.283
6128.396,1071.067,1.132
6360.795,0.6,2.077
6876.706,1.15,0.285
7156.534,880.191,3.13
7448.78,883.373,1.431
2061.583,1070.122,1.426
7752.042,880.464,1.164
8065.076,1066.567,0.877
8386.788,1618.85,3.884
8716.298,1063.178,2.548
5844.373,880.418,2.369
5770.877,0.8,0.778
5726.327,1069.178,1.206
5711.4,880.327,1.212
5726.327,1073.844,1.944
5770.877,4.85,0.938
2259.158,1.35,0.845
5844.373,1076.4,1.008
5945.741,0.5,1.71
6073.586,880.236,2.357
6226.277,1075.122,1.466
