Lambda_Diff,Distance
0.008,413.2
0.24,826.4
0.424,1239.6
0.808,6147.557
0.872,7897.986
0.16,1652.8
0.008,2066.0
0.152,2479.2
0.04,2892.4
0.656,3305.6
0.936,3718.8
1.0,4132.0
0.992,4545.2
1.816,4958.4
1.832,5371.6
0.392,8184.691
1.48,5784.9
0.328,2557.871
0.184,2159.775
0.6,1768.62
0.232,1390.28
0.288,1038.849
0.272,752.997
0.384,629.5
0.144,752.997
0.24,1038.849
0.152,5725.137
0.2,1390.28
0.176,1768.62
0.208,2159.775
0.536,2557.871
0.376,2960.109
0.368,3365.005
0.48,3771.703
1.128,4179.676
1.0,4588.585
1.776,4998.2
0.384,5558.697
2.08,5408.36
1.984,5819.05
0.224,2780.605
0.016,2419.44
0.288,2077.759
0.192,1766.902
0.152,1506.078
0.448,1325.167
0.136,1259.1
0.16,1325.167
0.416,5418.718
0.376,1506.078
0.104,1766.902
0.064,2077.759
0.208,2419.44
0.544,2780.605
0.224,3154.57
0.088,3537.276
0.672,3926.169
0.792,4319.578
0.792,4716.373
0.136,5307.294
1.904,5115.766
2.376,5517.193
1.896,5920.338
0.544,3116.638
0.536,2799.17
0.752,2509.73
0.304,2259.116
0.344,2061.537
0.56,1933.322
0.04,1888.65
0.992,5226.251
0.28,1933.322
0.248,2061.537
0.248,2509.73
0.616,2799.17
0.12,3116.638
0.4,3807.097
0.496,4170.908
1.056,4543.173
0.752,5177.016
0.544,4921.975
1.264,5305.915
1.768,5693.952
1.752,6085.398
0.536,3478.23
0.344,3196.874
0.888,2946.76
0.52,2736.468
0.216,2575.769
0.992,2474.345
0.432,5160.5
0.152,2439.6
0.136,2474.345
0.504,2575.769
0.032,2736.468
0.072,2946.76
0.584,3196.874
0.296,3478.23
0.704,3783.864
0.24,4108.362
1.048,4447.597
0.24,5177.016
1.032,4798.445
0.608,5158.536
1.184,5526.064
1.696,5899.639
1.824,6278.273
0.584,6021.283
0.248,5226.251
0.84,5307.294
0.624,5418.718
0.352,5558.697
0.128,5725.137
0.384,5915.804
0.672,6128.438
0.104,6360.836
0.112,6610.914
0.648,6876.744
0.616,5921.208
0.136,7156.57
0.976,7448.815
0.04,7752.15
0.512,5164.832
0.672,4979.7
0.68,4822.945
0.528,4697.41
0.136,4605.648
0.216,4549.702
0.136,4530.9
0.928,5848.678
0.248,4549.702
0.176,4605.648
0.032,4697.41
0.272,4822.945
0.288,4979.7
0.112,5164.832
0.176,5375.41
0.144,5608.569
0.224,5861.615
0.392,6132.086
0.616,5804.725
0.248,6417.78
0.48,6716.754
0.888,7027.314
0.376,7348.069
0.576,4622.484
0.496,4414.666
0.4,4237.059
0.192,4093.596
0.296,3987.964
0.36,3923.22
1.008,5790.0
0.096,3901.4
0.352,3923.22
0.536,3987.964
0.312,4093.596
0.008,4237.059
0.048,4414.666
0.136,4622.484
0.024,4856.635
0.4,5113.503
0.488,5389.842
0.552,5804.725
0.328,5989.972
0.84,6638.901
0.632,6977.535
0.6,4105.01
0.32,3869.5
0.784,3665.573
0.216,3498.755
0.328,3374.554
0.808,5848.678
0.232,3297.789
0.096,3271.8
0.224,3297.789
0.2,3374.554
0.096,3498.755
0.36,3665.573
0.256,3869.5
0.416,4105.01
0.224,4366.996
0.12,4650.986
0.232,413.2
0.416,826.4
0.8,6298.455
0.864,7622.98
0.152,1239.6
0.016,1652.8
0.144,2066.0
0.032,2479.2
0.648,2892.4
0.928,3305.6
0.992,3718.8
0.984,4132.0
1.808,4545.2
1.824,4958.4
0.384,7898.054
1.472,5371.7
0.32,2960.109
0.176,2557.871
0.592,2159.775
0.224,1768.62
0.28,1390.28
0.264,1038.849
0.376,752.997
0.136,629.5
0.232,752.997
0.144,5915.804
0.192,1038.849
0.168,1390.28
0.2,1768.62
0.528,2159.775
0.368,2557.871
0.36,2960.109
0.472,3365.005
1.12,3771.703
0.992,4179.676
1.768,4588.585
0.376,5725.137
2.072,4998.2
1.976,5408.459
0.216,3154.57
0.024,2780.605
0.28,2419.44
0.184,2077.759
0.144,1766.902
0.44,1506.078
0.128,1325.167
0.152,1259.1
0.408,5558.697
0.368,1325.167
0.096,1506.078
0.056,1766.902
0.2,2077.759
0.536,2419.44
0.216,2780.605
0.08,3154.57
0.664,3537.276
0.784,3926.169
0.784,4319.578
0.144,5418.718
1.896,4716.373
2.368,5115.766
1.888,5517.29
0.536,3454.414
0.528,3116.638
0.744,2799.17
0.296,2509.73
0.336,2259.116
0.552,2061.537
0.032,1933.322
0.984,5307.294
0.272,1888.65
0.24,1933.322
0.24,2259.116
0.608,2509.73
0.112,2799.17
0.392,3454.414
0.488,3807.097
1.048,4170.908
0.744,5226.251
0.536,4543.173
1.256,4921.975
1.76,5305.915
1.744,5694.046
0.528,3783.864
0.336,3478.23
0.88,3196.874
0.512,2946.76
0.208,2736.468
0.984,2575.769
0.424,5177.016
0.16,2474.345
0.128,2439.6
0.496,2474.345
0.024,2575.769
0.064,2736.468
0.576,2946.76
0.288,3196.874
0.696,3478.23
0.232,3783.864
1.04,4108.362
0.232,5160.5
1.024,4447.597
0.6,4798.445
1.176,5158.536
1.688,5526.064
1.816,5899.73
0.576,6147.557
0.24,5177.016
0.832,5226.251
0.616,5307.294
0.344,5418.718
0.136,5558.697
0.376,5725.137
0.68,5915.804
0.096,6128.438
0.12,6360.836
0.656,6610.914
0.608,6021.283
0.128,6876.744
0.968,7156.57
0.048,7448.887
0.504,5375.41
0.664,5164.832
0.672,4979.7
0.52,4822.945
0.128,4697.41
0.208,4605.648
0.128,4549.702
0.92,5921.208
0.24,4530.9
0.168,4549.702
0.024,4605.648
0.264,4697.41
0.28,4822.945
0.104,4979.7
0.184,5164.832
0.152,5375.41
0.216,5608.569
0.384,5861.615
0.608,5848.678
0.24,6132.086
0.472,6417.78
0.88,6716.754
0.368,7027.39
0.568,4856.635
0.488,4622.484
0.392,4414.666
0.184,4237.059
0.288,4093.596
0.352,3987.964
1.0,5804.725
0.104,3923.22
0.344,3901.4
0.528,3923.22
0.304,3987.964
0.0,4093.596
0.056,4237.059
0.128,4414.666
0.032,4622.484
0.408,4856.635
0.48,5113.503
0.544,5790.0
0.336,5682.811
0.832,6309.251
0.624,6638.982
0.592,4366.996
0.312,4105.01
0.776,3869.5
0.208,3665.573
0.32,3498.755
0.8,5804.725
0.224,3374.554
0.088,3297.789
0.216,3271.8
0.192,3297.789
0.088,3374.554
0.352,3498.755
0.248,3665.573
0.408,3869.5
0.216,4105.01
0.128,4366.996
0.184,413.2
0.568,6472.254
0.632,7360.906
0.08,826.4
0.248,1239.6
0.088,1652.8
0.2,2066.0
0.416,2479.2
0.696,2892.4
0.76,3305.6
0.752,3718.8
1.576,4132.0
1.592,4545.2
0.152,7623.045
1.24,4958.5
0.088,3365.005
0.056,2960.109
0.36,2557.871
0.008,2159.775
0.048,1768.62
0.032,1390.28
0.144,1038.849
0.096,752.997
0.0,629.5
0.088,6128.438
0.04,752.997
0.064,1038.849
0.032,1390.28
0.296,1768.62
0.136,2159.775
0.128,2557.871
0.24,2960.109
0.888,3365.005
0.76,3771.703
1.536,4179.676
0.144,5915.804
1.84,4588.585
1.744,4998.299
0.016,3537.276
0.256,3154.57
0.048,2780.605
0.048,2419.44
0.088,2077.759
0.208,1766.902
0.104,1506.078
0.08,1325.167
0.176,5725.137
0.136,1259.1
0.136,1325.167
0.176,1506.078
0.032,1766.902
0.304,2077.759
0.016,2419.44
0.152,2780.605
0.432,3154.57
0.552,3537.276
0.552,3926.169
0.376,5558.697
1.664,4319.578
2.136,4716.373
1.656,5115.863
0.304,3807.097
0.296,3454.414
0.512,3116.638
0.064,2799.17
0.104,2509.73
0.32,2259.116
0.2,2061.537
0.752,5418.718
0.04,1933.322
0.008,1888.65
0.008,2061.537
0.376,2259.116
0.12,2509.73
0.16,3116.638
0.256,3454.414
0.816,3807.097
0.512,5307.294
0.304,4170.908
1.024,4543.173
1.528,4921.975
1.512,5306.008
0.296,4108.362
0.104,3783.864
0.648,3478.23
0.28,3196.874
0.024,2946.76
0.752,2736.468
0.192,5226.251
0.392,2575.769
0.104,2474.345
0.264,2439.6
0.208,2474.345
0.168,2575.769
0.344,2736.468
0.056,2946.76
0.464,3196.874
0.0,3478.23
0.808,3783.864
0.0,5177.016
0.792,4108.362
0.368,4447.597
0.944,4798.445
1.456,5158.536
1.584,5526.153
0.344,6298.455
0.008,5160.5
0.6,5177.016
0.384,5226.251
0.112,5307.294
0.368,5418.718
0.144,5558.697
0.912,5725.137
0.136,5915.804
0.352,6128.438
0.888,6360.836
0.376,6147.557
0.104,6610.914
0.736,6876.744
0.28,7156.639
0.272,5608.569
0.432,5375.41
0.44,5164.832
0.288,4979.7
0.104,4822.945
0.024,4697.41
0.104,4605.648
0.688,6021.283
0.008,4549.702
0.064,4530.9
0.208,4549.702
0.032,4605.648
0.048,4697.41
0.128,4822.945
0.416,4979.7
0.384,5164.832
0.016,5375.41
0.152,5608.569
0.376,5921.208
0.008,5861.615
0.24,6132.086
0.648,6417.78
0.136,6716.828
0.336,5113.503
0.256,4856.635
0.16,4622.484
0.048,4414.666
0.056,4237.059
0.12,4093.596
0.768,5848.678
0.336,3987.964
0.112,3923.22
0.296,3901.4
0.072,3923.22
0.232,3987.964
0.288,4093.596
0.104,4237.059
0.264,4414.666
0.64,4622.484
0.248,4856.635
0.312,5804.725
0.568,5389.842
0.6,5989.972
0.392,6309.33
0.36,4650.986
0.08,4366.996
0.544,4105.01
0.024,3869.5
0.088,3665.573
0.568,5790.0
0.008,3498.755
0.144,3374.554
0.016,3297.789
0.04,3271.8
0.144,3297.789
0.12,3374.554
0.016,3498.755
0.176,3665.573
0.016,3869.5
0.36,4105.01
0.384,6667.165
0.448,7113.194
0.264,413.2
0.432,826.4
0.272,1239.6
0.384,1652.8
0.232,2066.0
0.512,2479.2
0.576,2892.4
0.568,3305.6
1.392,3718.8
1.408,4132.0
0.032,7360.968
1.056,4545.3
0.096,3771.703
0.24,3365.005
0.176,2960.109
0.192,2557.871
0.136,2159.775
0.152,1768.62
0.04,1390.28
0.28,1038.849
0.184,752.997
0.272,6360.836
0.224,629.5
0.248,752.997
0.216,1038.849
0.112,1390.28
0.048,1768.62
0.056,2159.775
0.056,2557.871
0.704,2960.109
0.576,3365.005
1.352,3771.703
0.04,6128.438
1.656,4179.676
1.56,4588.684
0.2,3926.169
0.44,3537.276
0.136,3154.57
0.232,2780.605
0.272,2419.44
0.024,2077.759
0.288,1766.902
0.264,1506.078
0.008,5915.804
0.048,1325.167
0.32,1259.1
0.36,1325.167
0.216,1506.078
0.12,1766.902
0.2,2077.759
0.336,2419.44
0.248,2780.605
0.368,3154.57
0.368,3537.276
0.56,5725.137
1.48,3926.169
1.952,4319.578
1.472,4716.47
0.12,4170.908
0.112,3807.097
0.328,3454.414
0.12,3116.638
0.08,2799.17
0.136,2509.73
0.384,2259.116
0.568,5558.697
0.144,2061.537
0.176,1933.322
0.176,1933.322
0.192,2061.537
0.304,2259.116
0.024,2799.17
0.072,3116.638
0.632,3454.414
0.328,5418.718
0.12,3807.097
0.84,4170.908
1.344,4543.173
1.328,4922.068
0.112,4447.597
0.08,4108.362
0.464,3783.864
0.096,3478.23
0.208,3196.874
0.568,2946.76
0.008,5307.294
0.576,2736.468
0.288,2575.769
0.08,2474.345
0.392,2439.6
0.352,2474.345
0.16,2575.769
0.128,2736.468
0.28,2946.76
0.184,3196.874
0.624,3478.23
0.184,5226.251
0.608,3783.864
0.184,4108.362
0.76,4447.597
1.272,4798.445
1.4,5158.624
0.16,6472.254
0.176,5177.016
0.416,5160.5
0.2,5177.016
0.072,5226.251
0.552,5307.294
0.04,5418.718
1.096,5558.697
0.32,5725.137
0.536,5915.804
1.072,6128.438
0.192,6298.455
0.288,6360.836
0.552,6610.914
0.464,6876.81
0.088,5861.615
0.248,5608.569
0.256,5375.41
0.104,5164.832
0.288,4979.7
0.208,4822.945
0.288,4697.41
0.504,6147.557
0.176,4605.648
0.248,4549.702
0.392,4530.9
0.152,4549.702
0.136,4605.648
0.312,4697.41
0.6,4822.945
0.568,4979.7
0.2,5164.832
0.032,5375.41
0.192,6021.283
0.176,5608.569
0.056,5861.615
0.464,6132.086
0.048,6417.851
0.152,5389.842
0.072,5113.503
0.024,4856.635
0.232,4622.484
0.128,4414.666
0.064,4237.059
0.584,5921.208
0.52,4093.596
0.072,3987.964
0.112,3923.22
0.112,3901.4
0.416,3923.22
0.472,3987.964
0.288,4093.596
0.448,4237.059
0.824,4414.666
0.064,4622.484
0.128,5848.678
0.752,5113.503
0.416,5682.811
0.208,5990.048
0.176,4953.196
0.104,4650.986
0.36,4366.996
0.208,4105.01
0.096,3869.5
0.384,5804.725
0.192,3665.573
0.328,3498.755
0.2,3374.554
0.224,3297.789
0.328,3271.8
0.064,3297.789
0.168,3374.554
0.008,3498.755
0.2,3665.573
0.544,3869.5
0.064,7437.6
0.648,6881.393
0.816,7113.194
0.656,7360.906
0.768,7622.98
0.152,7897.986
0.128,8184.62
0.192,8481.704
0.184,8788.178
1.008,9103.093
1.024,9425.603
0.416,7850.9
0.672,9755.036
0.48,6432.784
0.624,6419.5
0.208,6432.784
0.576,6472.474
0.52,6538.088
0.536,6628.856
0.424,6743.763
0.664,6881.6
0.568,7041.02
0.656,752.997
0.608,7220.594
0.632,7418.858
0.6,7634.357
0.272,7865.674
0.432,8111.456
0.44,8370.428
0.328,8641.406
0.32,8923.294
0.192,9215.093
0.968,9515.891
0.424,629.5
1.272,9824.86
1.176,10141.332
0.584,7061.2
0.824,7049.1
0.52,7061.2
0.616,7097.376
0.656,7157.263
0.36,7240.273
0.672,7345.622
0.648,7472.365
0.392,752.997
0.432,7619.435
0.704,7785.679
0.744,7969.899
0.6,8170.877
0.264,8387.41
0.584,8618.326
0.72,8862.499
0.136,9118.866
0.016,9386.427
0.016,9664.252
0.944,1038.849
1.096,9951.483
1.568,10247.327
1.088,10551.135
0.264,7689.759
0.272,7678.65
0.056,7689.759
0.504,7722.992
0.464,7778.064
0.248,7854.515
0.768,7951.731
0.184,1390.28
0.528,8068.959
0.56,8205.342
0.56,8531.772
0.192,8719.81
0.688,8923.032
0.408,9371.006
0.312,9613.822
0.248,9867.972
0.056,1768.62
0.264,10132.602
0.456,10406.914
0.96,10690.162
0.944,10981.726
0.272,8239.967
0.464,8229.6
0.08,8239.967
0.288,8270.989
0.592,8322.435
0.184,8393.93
0.376,2159.775
0.96,8484.967
0.672,8594.926
0.304,8723.09
0.776,8868.67
0.736,9030.824
0.224,9208.677
0.512,9401.338
0.104,9607.916
0.568,9827.533
0.24,10059.335
0.568,2557.871
0.224,10302.501
0.2,10556.244
0.376,10819.82
0.888,11092.529
1.016,11373.783
0.224,413.2
0.56,2960.109
0.032,3365.005
0.184,3771.703
0.456,4179.676
0.936,4588.585
0.424,4998.2
1.48,5408.36
0.704,5818.95
0.92,6229.886
1.456,6641.102
0.192,826.4
0.672,7052.55
0.168,7464.192
0.848,7876.097
0.296,1325.167
0.136,1259.1
0.128,1325.167
0.28,1506.078
0.672,1766.902
0.592,2077.759
0.672,2419.44
0.12,1239.6
0.56,2780.605
0.632,3154.57
0.776,3537.276
0.536,3926.169
0.52,4319.578
0.696,4716.373
0.984,5115.766
0.952,5517.193
0.584,5920.24
0.416,6324.598
0.192,1652.8
0.56,6730.03
0.328,7136.353
0.08,7543.423
0.432,7951.224
0.232,1933.273
0.312,1888.6
0.408,1933.273
0.616,2061.491
0.512,2259.075
0.448,2509.693
0.2,2066.0
0.904,2799.137
0.456,3116.608
0.272,3454.387
0.496,3807.073
0.8,4170.885
0.856,4543.152
0.672,4921.956
0.832,5305.897
1.208,5693.935
0.32,6085.287
0.256,2479.2
1.136,6875.665
0.032,7673.637
0.176,8074.865
0.208,2551.875
0.488,2518.2
0.024,2551.875
0.592,2650.334
0.48,2806.767
0.0,2892.4
0.576,3012.155
0.712,3257.251
0.584,3533.803
0.608,3835.011
0.712,4155.517
0.448,4491.192
0.552,4838.88
0.392,5196.169
0.584,5561.21
0.928,5932.573
0.712,6881.393
0.88,6667.165
0.72,6472.254
0.832,6298.455
0.216,6147.557
0.064,6021.283
0.128,5921.208
0.12,5848.678
0.944,5804.725
0.96,5790.0
0.48,413.3
0.608,5804.732
0.544,10141.254
0.688,9824.86
0.272,9515.891
0.64,9215.093
0.584,8923.294
0.6,8641.406
0.488,8370.428
0.728,8111.456
0.632,7865.674
0.72,7875.997
0.672,7634.357
0.696,7418.858
0.664,7220.594
0.336,7041.02
0.496,6881.6
0.504,6743.763
0.392,6628.856
0.256,6538.088
0.128,6472.474
0.904,6432.784
0.488,7464.192
1.208,6419.5
1.112,6432.791
0.648,10551.06
0.888,10247.327
0.584,9951.483
0.68,9664.252
0.72,9386.427
0.424,9118.866
0.736,8862.499
0.712,8618.326
0.456,7052.55
0.496,8387.41
0.768,8170.877
0.808,7969.899
0.664,7785.679
0.328,7619.435
0.648,7472.365
0.784,7345.622
0.2,7240.273
0.08,7157.263
0.08,7097.376
1.008,6641.102
1.032,7061.2
1.504,7049.1
1.024,7061.206
0.328,10981.654
0.336,10690.162
0.12,10406.914
0.568,10132.602
0.528,9867.972
0.312,9613.822
0.832,9371.006
0.12,6229.886
0.592,9140.426
0.624,8923.032
0.624,8531.772
0.256,8359.944
0.752,8205.342
0.472,7951.731
0.376,7854.515
0.184,7778.064
0.12,5818.95
0.328,7722.992
0.392,7689.759
0.896,7678.65
0.88,7689.765
0.336,11373.714
0.528,11092.529
0.016,10819.82
0.352,10556.244
0.656,10302.501
0.12,10059.335
0.44,5408.36
1.024,9827.533
0.736,9607.916
0.368,9401.338
0.84,9208.677
0.8,9030.824
0.288,8868.67
0.576,8723.09
0.168,8594.926
0.632,8484.967
0.176,8393.93
0.632,4998.2
0.16,8322.435
0.264,8270.989
0.312,8239.967
0.824,8229.6
0.952,8239.972
0.288,7024.4
0.624,4588.585
0.032,4179.676
0.248,3771.703
0.52,3365.005
1.0,2960.109
0.488,2557.871
1.544,2159.775
0.768,1768.62
0.984,1390.28
1.52,1038.849
0.256,6611.2
0.736,752.997
0.104,629.5
0.912,753.052
0.36,7951.125
0.2,7543.423
0.192,7136.353
0.344,6730.03
0.736,6324.598
0.656,5920.24
0.736,5517.193
0.056,6198.0
0.624,5115.766
0.696,4716.373
0.84,4319.578
0.6,3926.169
0.584,3537.276
0.76,3154.57
1.048,2780.605
1.016,2419.44
0.648,2077.759
0.48,1766.902
0.256,5784.8
0.624,1506.078
0.392,1325.167
0.016,1259.1
0.496,1325.198
0.296,8074.768
0.376,7673.637
0.472,7273.858
0.68,6875.665
0.576,6479.353
0.512,6085.287
0.136,5371.6
0.968,5693.935
0.52,5305.897
0.336,4921.956
0.56,4543.152
0.864,4170.885
0.92,3807.073
0.736,3454.387
0.896,3116.608
1.272,2799.137
0.384,2509.693
0.32,4958.4
1.2,2061.491
0.032,1888.6
0.24,1933.294
0.272,8244.78
0.552,7852.339
0.088,7462.14
0.656,7074.553
0.544,6690.033
0.064,4545.2
0.64,6309.14
0.776,5932.573
0.648,5561.21
0.672,5196.169
0.776,4838.88
0.512,4491.192
0.616,4155.517
0.456,3835.011
0.648,3533.803
0.992,3257.251
0.168,413.2
0.008,826.4
0.12,1239.6
0.496,1652.8
0.776,2066.0
0.84,2479.2
0.832,2892.4
1.656,3305.6
1.672,3718.8
0.232,7113.252
1.32,4132.1
0.168,4179.676
0.024,3771.703
0.44,3365.005
0.072,2960.109
0.128,2557.871
0.112,2159.775
0.224,1768.62
0.016,1390.28
0.08,1038.849
0.008,6610.914
0.04,752.997
0.016,629.5
0.048,752.997
0.376,1038.849
0.216,1390.28
0.208,1768.62
0.32,2159.775
0.968,2557.871
0.84,2960.109
1.616,3365.005
0.224,6360.836
1.92,3771.703
1.824,4179.775
0.064,4319.578
0.176,3926.169
0.128,3537.276
0.032,3154.57
0.008,2780.605
0.288,2419.44
0.024,2077.759
0.0,1766.902
0.256,6128.438
0.216,1506.078
0.056,1325.167
0.096,1259.1
0.048,1325.167
0.384,1506.078
0.064,1766.902
0.072,2077.759
0.512,2419.44
0.632,2780.605
0.632,3154.57
0.296,5915.804
1.744,3537.276
2.216,3926.169
1.736,4319.674
0.384,4543.173
0.376,4170.908
0.592,3807.097
0.144,3454.414
0.184,3116.638
0.4,2799.17
0.12,2509.73
0.832,5725.137
0.12,2259.116
0.088,2061.537
0.088,1888.65
0.456,1933.322
0.04,2061.537
0.24,2509.73
0.336,2799.17
0.896,3116.638
0.592,5558.697
0.384,3454.414
1.104,3807.097
1.608,4170.908
1.592,4543.264
0.376,4798.445
0.184,4447.597
0.728,4108.362
0.36,3783.864
0.056,3478.23
0.832,3196.874
0.272,5418.718
0.312,2946.76
0.024,2736.468
0.344,2575.769
0.128,2474.345
0.088,2439.6
0.424,2474.345
0.136,2575.769
0.544,2736.468
0.08,2946.76
0.888,3196.874
0.08,5307.294
0.872,3478.23
0.448,3783.864
1.024,4108.362
1.536,4447.597
1.664,4798.531
0.424,6667.165
0.088,5226.251
0.68,5177.016
0.464,5160.5
0.192,5177.016
0.288,5226.251
0.224,5307.294
0.832,5418.718
0.056,5558.697
0.272,5725.137
0.808,5915.804
0.456,6472.254
0.024,6128.438
0.816,6360.836
0.2,6610.977
0.352,6132.086
0.512,5861.615
0.52,5608.569
0.368,5375.41
0.024,5164.832
0.056,4979.7
0.024,4822.945
0.768,6298.455
0.088,4697.41
0.016,4605.648
0.128,4549.702
0.112,4530.9
0.128,4549.702
0.048,4605.648
0.336,4697.41
0.304,4822.945
0.064,4979.7
0.232,5164.832
0.456,6147.557
0.088,5375.41
0.32,5608.569
0.728,5861.615
0.216,6132.153
0.416,5682.811
0.336,5389.842
0.24,5113.503
0.032,4856.635
0.136,4622.484
0.2,4414.666
0.848,6021.283
0.256,4237.059
0.192,4093.596
0.376,3987.964
0.152,3923.22
0.152,3901.4
0.208,3923.22
0.024,3987.964
0.184,4093.596
0.56,4237.059
0.328,4414.666
0.392,5921.208
0.488,4856.635
0.68,5389.842
0.472,5682.884
0.44,5270.493
0.16,4953.196
0.624,4650.986
0.056,4366.996
0.168,4105.01
0.648,5848.678
0.072,3869.5
0.064,3665.573
0.064,3498.755
0.04,3374.554
0.064,3297.789
0.2,3271.8
0.096,3297.789
0.256,3374.554
0.064,3498.755
0.28,3665.573
0.16,413.2
0.048,826.4
0.664,1239.6
0.944,1652.8
1.008,2066.0
1.0,2479.2
1.824,2892.4
1.84,3305.6
0.4,6881.447
1.488,3718.9
0.336,4588.585
0.192,4179.676
0.608,3771.703
0.24,3365.005
0.296,2960.109
0.28,2557.871
0.392,2159.775
0.152,1768.62
0.248,1390.28
0.16,6876.744
0.208,1038.849
0.184,752.997
0.216,629.5
0.544,752.997
0.384,1038.849
0.376,1390.28
0.488,1768.62
1.136,2159.775
1.008,2557.871
1.784,2960.109
0.392,6610.914
2.088,3365.005
1.992,3771.802
0.232,4716.373
0.008,4319.578
0.296,3926.169
0.2,3537.276
0.16,3154.57
0.456,2780.605
0.144,2419.44
0.168,2077.759
0.424,6360.836
0.384,1766.902
0.112,1506.078
0.072,1325.167
0.216,1259.1
0.552,1325.167
0.232,1506.078
0.096,1766.902
0.68,2077.759
0.8,2419.44
0.8,2780.605
0.128,6128.438
1.912,3154.57
2.384,3537.276
1.904,3926.264
0.552,4921.975
0.544,4543.173
0.76,4170.908
0.312,3807.097
0.352,3454.414
0.568,3116.638
0.048,2799.17
1.0,5915.804
0.288,2509.73
0.256,2259.116
0.256,1933.322
0.624,1888.65
0.128,1933.322
0.408,2259.116
0.504,2509.73
1.064,2799.17
0.76,5725.137
0.552,3116.638
1.272,3454.414
1.776,3807.097
1.76,4170.997
0.544,5158.536
0.352,4798.445
0.896,4447.597
0.528,4108.362
0.224,3783.864
1.0,3478.23
0.44,5558.697
0.144,3196.874
0.144,2946.76
0.512,2736.468
0.04,2575.769
0.08,2474.345
0.592,2439.6
0.304,2474.345
0.712,2575.769
0.248,2736.468
1.056,2946.76
0.248,5418.718
1.04,3196.874
0.616,3478.23
1.192,3783.864
1.704,4108.362
1.832,4447.681
0.592,6881.393
0.256,5307.294
0.848,5226.251
0.632,5177.016
0.36,5160.5
0.12,5177.016
0.392,5226.251
0.664,5307.294
0.112,5418.718
0.104,5558.697
0.64,5725.137
0.624,6667.165
0.144,5915.804
0.984,6128.438
0.032,6360.894
0.52,6417.78
0.68,6132.086
0.688,5861.615
0.536,5608.569
0.144,5375.41
0.224,5164.832
0.144,4979.7
0.936,6472.254
0.256,4822.945
0.184,4697.41
0.04,4605.648
0.28,4549.702
0.296,4530.9
0.12,4549.702
0.168,4605.648
0.136,4697.41
0.232,4822.945
0.4,4979.7
0.624,6298.455
0.256,5164.832
0.488,5375.41
0.896,5608.569
0.384,5861.678
0.584,5989.972
0.504,5682.811
0.408,5389.842
0.2,5113.503
0.304,4856.635
0.368,4622.484
1.016,6147.557
0.088,4414.666
0.36,4237.059
0.544,4093.596
0.32,3987.964
0.016,3923.22
0.04,3901.4
0.144,3923.22
0.016,3987.964
0.392,4093.596
0.496,4237.059
0.56,6021.283
0.32,4622.484
0.848,5113.503
0.64,5389.911
0.608,5600.314
0.328,5270.493
0.792,4953.196
0.224,4650.986
0.336,4366.996
0.816,5921.208
0.24,4105.01
0.104,3869.5
0.232,3665.573
0.208,3498.755
0.104,3374.554
0.368,3297.789
0.264,3271.8
0.424,3297.789
0.232,3374.554
0.112,3498.755
0.112,413.2
0.504,826.4
0.784,1239.6
0.848,1652.8
0.84,2066.0
1.664,2479.2
1.68,2892.4
0.24,6667.215
1.328,3305.7
0.176,4998.2
0.032,4588.585
0.448,4179.676
0.08,3771.703
0.136,3365.005
0.12,2960.109
0.232,2557.871
0.008,2159.775
0.088,1768.62
0.0,7156.57
0.048,1390.28
0.024,1038.849
0.056,752.997
0.384,629.5
0.224,752.997
0.216,1038.849
0.328,1390.28
0.976,1768.62
0.848,2159.775
1.624,2557.871
0.232,6876.744
1.928,2960.109
1.832,3365.104
0.072,5115.766
0.168,4716.373
0.136,4319.578
0.04,3926.169
0.0,3537.276
0.296,3154.57
0.016,2780.605
0.008,2419.44
0.264,6610.914
0.224,2077.759
0.048,1766.902
0.088,1506.078
0.056,1325.167
0.392,1259.1
0.072,1325.167
0.064,1506.078
0.52,1766.902
0.64,2077.759
0.64,2419.44
0.288,6360.836
1.752,2780.605
2.224,3154.57
1.744,3537.37
0.392,5305.915
0.384,4921.975
0.6,4543.173
0.152,4170.908
0.192,3807.097
0.408,3454.414
0.112,3116.638
0.84,6128.438
0.128,2799.17
0.096,2509.73
0.096,2061.537
0.464,1933.322
0.032,1888.65
0.248,2061.537
0.344,2259.116
0.904,2509.73
0.6,5915.804
0.392,2799.17
1.112,3116.638
1.616,3454.414
1.6,3807.184
0.384,5526.064
0.192,5158.536
0.736,4798.445
0.368,4447.597
0.064,4108.362
0.84,3783.864
0.28,5725.137
0.304,3478.23
0.016,3196.874
0.352,2946.76
0.12,2736.468
0.08,2575.769
0.432,2474.345
0.144,2439.6
0.552,2474.345
0.088,2575.769
0.896,2736.468
0.088,5558.697
0.88,2946.76
0.456,3196.874
1.032,3478.23
1.544,3783.864
1.672,4108.443
0.432,7113.194
0.096,5418.718
0.688,5307.294
0.472,5226.251
0.2,5177.016
0.28,5160.5
0.232,5177.016
0.824,5226.251
0.048,5307.294
0.264,5418.718
0.8,5558.697
0.464,6881.393
0.016,5725.137
0.824,5915.804
0.192,6128.492
0.36,6716.754
0.52,6417.78
0.528,6132.086
0.376,5861.615
0.016,5608.569
0.064,5375.41
0.016,5164.832
0.776,6667.165
0.096,4979.7
0.024,4822.945
0.12,4697.41
0.12,4605.648
0.136,4549.702
0.04,4530.9
0.328,4549.702
0.296,4605.648
0.072,4697.41
